user,mean_login_hour,mean_logout_hour,files_per_day,usb_per_day,emails_per_day,out_of_session_access
user5072,10.0,19.0,3.0,0.0,0.0,1
user5073,7.0,14.0,1.0,0.0,0.0,1
user5074,8.0,15.0,2.0,0.0,0.0,2
user5075,7.0,15.0,2.0,0.0,0.0,1
user5076,9.0,15.0,1.0,0.0,0.0,1
user5077,9.0,19.0,3.0,0.0,0.0,3
user5078,8.0,18.0,1.0,0.0,0.0,0
user5079,9.0,16.0,3.0,0.0,0.0,2
user5080,6.0,16.0,1.0,0.0,0.0,0
user5081,9.0,19.0,3.0,0.0,1.0,1
user5082,10.0,19.0,1.0,0.0,0.0,1
user5083,8.0,16.0,1.0,0.0,0.0,1
user5084,7.0,17.0,2.0,0.0,0.0,2
user5085,10.0,18.0,1.0,0.0,0.0,0
user5086,6.0,13.0,3.0,0.0,0.0,3
user5087,8.0,17.0,1.0,0.0,0.0,0
user5088,8.0,14.0,1.0,0.0,0.0,1
user5089,10.0,17.0,2.0,0.0,0.0,1
user5090,9.0,18.0,2.0,0.0,0.0,0
user5091,10.0,18.0,2.0,0.0,0.0,1
user5092,10.0,20.0,1.0,0.0,0.0,1
user5093,6.0,12.0,1.0,0.0,0.0,1
user5094,8.0,14.0,1.0,0.0,0.0,1
user5095,7.0,16.0,3.0,0.0,0.0,3
user5096,8.0,14.0,1.0,0.0,0.0,1
user5097,7.0,15.0,1.0,0.0,0.0,1
user5098,8.0,17.0,1.0,0.0,0.0,1
user5099,10.0,16.0,2.0,0.0,0.0,2
user5100,9.0,19.0,2.0,0.0,0.0,0
user5101,9.0,19.0,2.0,0.0,0.0,0
user5102,9.0,18.0,2.0,0.0,0.0,2
user5103,9.0,16.0,2.0,0.0,0.0,2
user5104,8.0,16.0,2.0,0.0,0.0,2
user5105,10.0,19.0,3.0,0.0,0.0,2
user5106,9.0,15.0,2.0,0.0,0.0,2
user5107,7.0,17.0,2.0,0.0,0.0,1
user5108,6.0,15.0,2.0,0.0,0.0,1
user5109,8.0,17.0,1.0,0.0,1.0,0
user5110,10.0,17.0,2.0,0.0,0.0,2
user5111,10.0,18.0,3.0,0.0,0.0,3
user5112,10.0,20.0,1.0,0.0,0.0,1
user5113,7.0,14.0,1.0,0.0,0.0,1
user5114,7.0,15.0,2.0,0.0,0.0,1
user5115,6.0,14.0,2.0,0.0,0.0,0
user5116,7.0,15.0,3.0,0.0,0.0,1
user5117,9.0,16.0,3.0,0.0,0.0,1
user5118,9.0,16.0,3.0,0.0,0.0,2
user5119,7.0,14.0,3.0,0.0,0.0,2
user5120,8.0,14.0,3.0,0.0,1.0,1
user5121,7.0,14.0,3.0,0.0,0.0,2
user5122,9.0,16.0,2.0,0.0,0.0,2
user5123,7.0,17.0,1.0,0.0,0.0,1
user5124,8.0,17.0,2.0,0.0,0.0,0
user5125,7.0,13.0,3.0,0.0,0.0,2
user5126,9.0,18.0,1.0,0.0,1.0,0
user5127,7.0,16.0,3.0,0.0,0.0,1
user5128,9.0,18.0,2.0,0.0,0.0,1
user5129,7.0,13.0,3.0,0.0,0.0,1
user5130,9.0,17.0,3.0,0.0,0.0,2
user5131,7.0,15.0,1.0,0.0,0.0,1
user5132,8.0,17.0,2.0,0.0,0.0,1
user5133,10.0,20.0,1.0,0.0,0.0,0
user5134,6.0,15.0,1.0,0.0,0.0,0
user5135,10.0,17.0,2.0,0.0,0.0,2
user5136,10.0,17.0,3.0,0.0,0.0,2
user5137,8.0,16.0,3.0,0.0,0.0,2
user5138,10.0,16.0,1.0,0.0,0.0,0
user5139,10.0,19.0,3.0,0.0,0.0,2
user5140,6.0,13.0,1.0,0.0,0.0,1
user5141,7.0,14.0,3.0,0.0,0.0,1
user5142,6.0,14.0,2.0,0.0,0.0,1
user5143,9.0,17.0,1.0,0.0,0.0,0
user5144,9.0,16.0,3.0,0.0,0.0,1
user5145,9.0,17.0,2.0,0.0,0.0,1
user5146,8.0,17.0,3.0,0.0,0.0,2
user5147,6.0,15.0,3.0,0.0,0.0,2
user5148,7.0,16.0,1.0,0.0,0.0,0
user5149,10.0,16.0,1.0,0.0,1.0,1
user5150,9.0,15.0,2.0,0.0,1.0,1
user5151,8.0,14.0,2.0,0.0,0.0,2
user5152,9.0,15.0,3.0,0.0,0.0,3
user5153,7.0,14.0,1.0,0.0,0.0,1
user5154,10.0,19.0,3.0,0.0,0.0,2
user5155,9.0,18.0,2.0,0.0,0.0,2
user5156,9.0,15.0,2.0,0.0,0.0,2
user5157,8.0,16.0,2.0,0.0,0.0,2
user5158,6.0,15.0,1.0,0.0,0.0,0
user5159,10.0,19.0,3.0,0.0,0.0,3
user5160,8.0,18.0,3.0,0.0,0.0,1
user5161,8.0,15.0,2.0,0.0,0.0,2
user5162,9.0,18.0,1.0,0.0,0.0,0
user5163,6.0,12.0,1.0,0.0,1.0,0
user5164,8.0,18.0,1.0,0.0,0.0,1
user5165,8.0,18.0,3.0,0.0,0.0,1
user5166,10.0,19.0,3.0,0.0,0.0,1
user5167,9.0,18.0,2.0,0.0,1.0,2
user5168,8.0,14.0,2.0,0.0,0.0,2
user5169,9.0,17.0,3.0,0.0,0.0,1
user5170,6.0,16.0,3.0,0.0,0.0,3
user5171,8.0,17.0,2.0,0.0,0.0,0
user5172,8.0,16.0,3.0,0.0,0.0,3
user5173,6.0,14.0,3.0,0.0,0.0,2
user5174,7.0,15.0,2.0,0.0,0.0,1
user5175,9.0,18.0,2.0,0.0,0.0,1
user5176,8.0,14.0,2.0,0.0,0.0,1
user5177,10.0,18.0,3.0,0.0,0.0,3
user5178,6.0,15.0,3.0,0.0,0.0,2
user5179,7.0,13.0,2.0,0.0,0.0,1
user5180,10.0,17.0,3.0,0.0,0.0,1
user5181,7.0,16.0,3.0,0.0,0.0,3
user5182,9.0,17.0,2.0,0.0,0.0,2
user5183,8.0,18.0,2.0,0.0,0.0,1
user5184,7.0,17.0,2.0,0.0,0.0,0
user5185,10.0,16.0,3.0,0.0,0.0,2
user5186,6.0,14.0,3.0,0.0,0.0,2
user5187,6.0,16.0,2.0,0.0,0.0,2
user5188,6.0,16.0,1.0,0.0,0.0,1
user5189,6.0,14.0,1.0,0.0,0.0,0
user5190,9.0,15.0,3.0,0.0,0.0,1
user5191,7.0,15.0,3.0,0.0,1.0,3
user5192,6.0,15.0,2.0,0.0,1.0,2
user5193,6.0,13.0,2.0,0.0,0.0,2
user5194,10.0,18.0,2.0,0.0,1.0,0
user5195,10.0,20.0,1.0,0.0,1.0,0
user5196,7.0,13.0,2.0,0.0,0.0,2
user5197,8.0,17.0,3.0,0.0,0.0,0
user5198,7.0,16.0,1.0,0.0,0.0,0
user5199,8.0,15.0,3.0,0.0,0.0,3
user5200,8.0,14.0,2.0,0.0,0.0,2
user5201,10.0,17.0,2.0,0.0,0.0,1
user5202,8.0,14.0,1.0,0.0,0.0,1
user5203,9.0,15.0,1.0,0.0,0.0,0
user5204,9.0,16.0,2.0,0.0,0.0,2
user5205,8.0,17.0,2.0,0.0,0.0,2
user5206,10.0,18.0,1.0,0.0,0.0,1
user5207,6.0,13.0,2.0,0.0,0.0,1
user5208,6.0,14.0,2.0,0.0,0.0,2
user5209,7.0,17.0,1.0,0.0,0.0,0
user5210,8.0,18.0,3.0,0.0,0.0,3
user5211,9.0,18.0,2.0,0.0,0.0,1
user5212,10.0,20.0,3.0,0.0,0.0,2
user5213,9.0,19.0,2.0,0.0,0.0,2
user5214,6.0,14.0,2.0,0.0,0.0,1
user5215,8.0,17.0,1.0,0.0,0.0,0
user5216,7.0,16.0,1.0,0.0,0.0,1
user5217,7.0,14.0,2.0,0.0,0.0,0
user5218,9.0,18.0,1.0,0.0,0.0,0
user5219,6.0,16.0,3.0,0.0,0.0,1
user5220,6.0,15.0,3.0,0.0,0.0,2
user5221,10.0,16.0,1.0,0.0,0.0,1
user5222,7.0,17.0,1.0,0.0,0.0,1
user5223,8.0,16.0,2.0,0.0,0.0,2
user5224,8.0,17.0,2.0,0.0,0.0,2
user5225,6.0,16.0,1.0,0.0,0.0,1
user5226,10.0,20.0,1.0,0.0,0.0,1
user5227,8.0,17.0,3.0,0.0,1.0,3
user5228,9.0,15.0,1.0,0.0,0.0,1
user5229,8.0,17.0,2.0,0.0,0.0,2
user5230,7.0,17.0,1.0,0.0,0.0,0
user5231,7.0,17.0,1.0,0.0,0.0,1
user5232,6.0,15.0,1.0,0.0,0.0,1
user5233,7.0,13.0,3.0,0.0,0.0,3
user5234,10.0,17.0,2.0,0.0,0.0,1
user5235,7.0,16.0,2.0,0.0,0.0,0
user5236,10.0,18.0,1.0,0.0,0.0,1
user5237,7.0,17.0,3.0,0.0,0.0,3
user5238,8.0,16.0,2.0,0.0,0.0,1
user5239,6.0,14.0,1.0,0.0,0.0,1
user5240,10.0,20.0,2.0,0.0,0.0,1
user5241,9.0,18.0,2.0,0.0,0.0,2
user5242,9.0,18.0,2.0,0.0,0.0,1
user5243,8.0,17.0,3.0,0.0,0.0,2
user5244,7.0,14.0,3.0,0.0,1.0,3
user5245,9.0,15.0,2.0,0.0,0.0,1
user5246,10.0,18.0,3.0,0.0,0.0,2
user5247,9.0,16.0,2.0,0.0,1.0,1
user5248,6.0,16.0,3.0,0.0,0.0,1
user5249,9.0,18.0,2.0,0.0,0.0,2
user5250,7.0,13.0,2.0,0.0,0.0,2
user5251,10.0,17.0,3.0,0.0,0.0,2
user5252,10.0,20.0,1.0,0.0,0.0,1
user5253,6.0,16.0,1.0,0.0,0.0,1
user5254,9.0,17.0,1.0,0.0,0.0,0
user5255,10.0,17.0,3.0,0.0,0.0,3
user5256,10.0,19.0,3.0,0.0,0.0,3
user5257,6.0,12.0,3.0,0.0,1.0,2
user5258,10.0,19.0,1.0,0.0,0.0,1
user5259,10.0,17.0,2.0,0.0,0.0,2
user5260,7.0,15.0,2.0,0.0,0.0,2
user5261,7.0,16.0,2.0,0.0,0.0,2
user5262,7.0,14.0,3.0,0.0,0.0,1
user5263,8.0,14.0,2.0,0.0,1.0,1
user5264,7.0,16.0,1.0,0.0,0.0,0
user5265,9.0,19.0,3.0,0.0,0.0,2
user5266,9.0,16.0,2.0,0.0,0.0,2
user5267,9.0,15.0,3.0,0.0,0.0,2
user5268,10.0,18.0,3.0,0.0,0.0,3
user5269,7.0,16.0,2.0,0.0,0.0,2
user5270,6.0,12.0,2.0,0.0,0.0,2
user5271,9.0,19.0,2.0,0.0,0.0,1
user5272,9.0,18.0,2.0,0.0,0.0,1
user5273,6.0,15.0,1.0,0.0,0.0,1
user5274,8.0,18.0,3.0,0.0,0.0,3
user5275,6.0,16.0,3.0,0.0,0.0,1
user5276,10.0,16.0,1.0,0.0,0.0,1
user5277,9.0,15.0,2.0,0.0,1.0,2
user5278,8.0,17.0,3.0,0.0,0.0,3
user5279,6.0,15.0,3.0,0.0,1.0,1
user5280,10.0,19.0,3.0,0.0,0.0,2
user5281,9.0,15.0,1.0,0.0,0.0,1
user5282,6.0,14.0,3.0,0.0,0.0,2
user5283,10.0,16.0,1.0,0.0,0.0,1
user5284,7.0,16.0,2.0,0.0,0.0,1
user5285,8.0,15.0,2.0,0.0,0.0,2
user5286,9.0,17.0,1.0,0.0,0.0,1
user5287,6.0,12.0,3.0,0.0,0.0,3
user5288,9.0,18.0,1.0,0.0,1.0,1
user5289,7.0,15.0,2.0,0.0,0.0,2
user5290,8.0,17.0,3.0,0.0,0.0,3
user5291,8.0,17.0,3.0,0.0,0.0,2
user5292,8.0,16.0,3.0,0.0,0.0,3
user5293,10.0,17.0,1.0,0.0,0.0,0
user5294,7.0,15.0,1.0,0.0,0.0,1
user5295,6.0,14.0,2.0,0.0,0.0,2
user5296,10.0,18.0,2.0,0.0,0.0,2
user5297,8.0,15.0,1.0,0.0,0.0,1
user5298,10.0,18.0,3.0,0.0,0.0,3
user5299,9.0,18.0,3.0,0.0,0.0,3
user5300,8.0,15.0,1.0,0.0,0.0,0
user5301,7.0,15.0,1.0,0.0,0.0,1
user5302,9.0,16.0,3.0,0.0,0.0,3
user5303,6.0,13.0,2.0,0.0,0.0,2
user5304,10.0,17.0,3.0,0.0,0.0,2
user5305,10.0,18.0,3.0,0.0,0.0,2
user5306,8.0,18.0,1.0,0.0,0.0,0
user5307,10.0,19.0,1.0,0.0,0.0,1
user5308,10.0,17.0,2.0,0.0,0.0,1
user5309,8.0,15.0,3.0,0.0,0.0,3
user5310,10.0,20.0,3.0,0.0,0.0,3
user5311,8.0,16.0,2.0,0.0,0.0,1
user5312,9.0,18.0,2.0,0.0,0.0,2
user5313,7.0,17.0,2.0,0.0,0.0,2
user5314,9.0,18.0,1.0,0.0,0.0,1
user5315,9.0,15.0,1.0,0.0,0.0,1
user5316,8.0,16.0,1.0,0.0,0.0,1
user5317,7.0,14.0,2.0,0.0,0.0,1
user5318,8.0,14.0,2.0,0.0,0.0,2
user5319,7.0,16.0,3.0,0.0,0.0,2
user5320,9.0,15.0,2.0,0.0,0.0,1
user5321,10.0,17.0,3.0,0.0,1.0,2
user5322,7.0,13.0,3.0,0.0,0.0,2
user5323,9.0,15.0,3.0,0.0,0.0,2
user5324,8.0,14.0,2.0,0.0,0.0,1
user5325,8.0,18.0,2.0,0.0,0.0,2
user5326,10.0,16.0,1.0,0.0,0.0,1
user5327,6.0,16.0,3.0,0.0,0.0,2
user5328,10.0,17.0,1.0,0.0,0.0,0
user5329,8.0,15.0,1.0,0.0,0.0,1
user5330,7.0,16.0,1.0,0.0,2.0,0
user5331,7.0,17.0,1.0,0.0,0.0,0
user5332,8.0,16.0,1.0,0.0,0.0,0
user5333,6.0,13.0,3.0,0.0,0.0,1
user5334,6.0,13.0,3.0,0.0,0.0,1
user5335,10.0,16.0,3.0,0.0,1.0,3
user5336,7.0,14.0,1.0,0.0,0.0,1
user5337,10.0,20.0,3.0,0.0,0.0,3
user5338,9.0,15.0,2.0,0.0,0.0,1
user5339,10.0,16.0,1.0,0.0,0.0,1
user5340,8.0,14.0,3.0,0.0,0.0,3
user5341,7.0,13.0,2.0,0.0,0.0,1
user5342,9.0,18.0,3.0,0.0,0.0,2
user5343,7.0,17.0,1.0,0.0,0.0,0
user5344,10.0,20.0,3.0,0.0,0.0,0
user5345,9.0,19.0,3.0,0.0,1.0,2
user5346,6.0,15.0,2.0,0.0,0.0,2
user5347,6.0,15.0,2.0,0.0,0.0,2
user5348,7.0,17.0,2.0,0.0,0.0,0
user5349,9.0,17.0,2.0,0.0,0.0,0
user5350,9.0,17.0,3.0,0.0,0.0,2
user5351,9.0,16.0,1.0,0.0,0.0,0
user5352,8.0,17.0,2.0,0.0,0.0,1
user5353,10.0,18.0,3.0,0.0,0.0,2
user5354,8.0,18.0,1.0,0.0,0.0,1
user5355,7.0,15.0,3.0,0.0,1.0,2
user5356,10.0,18.0,2.0,0.0,0.0,2
user5357,9.0,16.0,3.0,0.0,0.0,2
user5358,9.0,17.0,1.0,0.0,0.0,0
user5359,10.0,19.0,3.0,0.0,0.0,2
user5360,7.0,13.0,2.0,0.0,0.0,2
user5361,9.0,17.0,1.0,0.0,1.0,1
user5362,6.0,15.0,1.0,0.0,0.0,1
user5363,8.0,18.0,3.0,0.0,0.0,1
user5364,7.0,13.0,2.0,0.0,0.0,1
user5365,7.0,15.0,2.0,0.0,0.0,2
user5366,10.0,18.0,2.0,0.0,0.0,1
user5367,10.0,16.0,1.0,0.0,0.0,0
user5368,8.0,18.0,1.0,0.0,0.0,1
user5369,7.0,14.0,1.0,0.0,0.0,0
user5370,8.0,15.0,3.0,0.0,0.0,3
user5371,9.0,16.0,1.0,0.0,0.0,0
user5372,7.0,14.0,3.0,0.0,0.0,2
user5373,8.0,17.0,3.0,0.0,0.0,2
user5374,10.0,19.0,2.0,0.0,0.0,1
user5375,8.0,16.0,3.0,0.0,1.0,3
user5376,9.0,17.0,3.0,0.0,0.0,3
user5377,8.0,16.0,1.0,0.0,0.0,1
user5378,8.0,16.0,3.0,0.0,0.0,1
user5379,8.0,16.0,2.0,0.0,0.0,0
user5380,9.0,18.0,3.0,0.0,0.0,3
user5381,9.0,18.0,1.0,0.0,0.0,1
user5382,6.0,14.0,2.0,0.0,0.0,2
user5383,7.0,15.0,2.0,0.0,0.0,1
user5384,6.0,13.0,3.0,0.0,0.0,1
user5385,7.0,15.0,3.0,0.0,0.0,2
user5386,8.0,16.0,3.0,0.0,0.0,2
user5387,6.0,15.0,2.0,0.0,0.0,2
user5388,9.0,19.0,2.0,0.0,0.0,1
user5389,10.0,17.0,2.0,0.0,0.0,1
user5390,7.0,17.0,1.0,0.0,0.0,0
user5391,9.0,17.0,2.0,0.0,0.0,1
user5392,6.0,13.0,2.0,0.0,0.0,1
user5393,7.0,16.0,3.0,0.0,0.0,1
user5394,10.0,16.0,1.0,0.0,0.0,1
user5395,9.0,18.0,1.0,0.0,0.0,0
user5396,7.0,17.0,1.0,0.0,0.0,0
user5397,10.0,16.0,1.0,0.0,0.0,1
user5398,6.0,14.0,2.0,0.0,1.0,2
user5399,8.0,16.0,1.0,0.0,0.0,1
user5400,9.0,17.0,3.0,0.0,0.0,2
user5401,6.0,13.0,2.0,0.0,0.0,1
user5402,6.0,15.0,2.0,0.0,0.0,0
user5403,7.0,14.0,3.0,0.0,0.0,3
user5404,10.0,20.0,2.0,0.0,2.0,2
user5405,7.0,13.0,1.0,0.0,0.0,0
user5406,9.0,17.0,3.0,0.0,1.0,3
user5407,10.0,18.0,3.0,0.0,0.0,3
user5408,10.0,18.0,3.0,0.0,0.0,3
user5409,6.0,12.0,3.0,0.0,0.0,1
user5410,8.0,16.0,1.0,0.0,0.0,0
user5411,9.0,16.0,1.0,0.0,0.0,1
user5412,7.0,16.0,3.0,0.0,0.0,1
user5413,7.0,15.0,1.0,0.0,1.0,1
user5414,8.0,16.0,1.0,0.0,1.0,0
user5415,8.0,14.0,2.0,0.0,0.0,2
user5416,7.0,16.0,2.0,0.0,0.0,2
user5417,9.0,18.0,2.0,0.0,0.0,0
user5418,6.0,16.0,3.0,0.0,0.0,3
user5419,6.0,16.0,1.0,0.0,0.0,1
user5420,8.0,18.0,3.0,0.0,0.0,0
user5421,9.0,19.0,2.0,0.0,0.0,1
user5422,8.0,18.0,2.0,0.0,0.0,1
user5423,9.0,19.0,3.0,0.0,0.0,2
user5424,8.0,14.0,1.0,0.0,0.0,0
user5425,6.0,12.0,3.0,0.0,0.0,3
user5426,10.0,16.0,3.0,0.0,0.0,1
user5427,10.0,20.0,2.0,0.0,0.0,1
user5428,6.0,15.0,2.0,0.0,0.0,0
user5429,10.0,17.0,1.0,0.0,0.0,1
user5430,6.0,15.0,1.0,0.0,0.0,0
user5431,8.0,17.0,3.0,0.0,0.0,3
user5432,7.0,15.0,1.0,0.0,1.0,1
user5433,6.0,16.0,1.0,0.0,0.0,1
user5434,8.0,18.0,1.0,0.0,0.0,1
user5435,9.0,15.0,2.0,0.0,0.0,0
user5436,9.0,17.0,3.0,0.0,0.0,3
user5437,6.0,15.0,3.0,0.0,0.0,1
user5438,6.0,13.0,2.0,0.0,0.0,2
user5439,8.0,15.0,1.0,0.0,0.0,1
user5440,8.0,15.0,3.0,0.0,0.0,3
user5441,10.0,18.0,3.0,0.0,0.0,3
user5442,10.0,17.0,3.0,0.0,0.0,3
user5443,10.0,18.0,3.0,0.0,0.0,3
user5444,10.0,17.0,3.0,0.0,0.0,2
user5445,7.0,15.0,2.0,0.0,1.0,1
user5446,7.0,13.0,1.0,0.0,0.0,1
user5447,10.0,16.0,3.0,0.0,0.0,2
user5448,7.0,15.0,1.0,0.0,0.0,1
user5449,6.0,14.0,1.0,0.0,0.0,1
user5450,7.0,14.0,3.0,0.0,0.0,2
user5451,7.0,14.0,3.0,0.0,0.0,2
user5452,9.0,16.0,1.0,0.0,0.0,0
user5453,7.0,15.0,3.0,0.0,0.0,3
user5454,6.0,15.0,3.0,0.0,0.0,1
user5455,6.0,15.0,2.0,0.0,0.0,2
user5456,6.0,13.0,1.0,0.0,0.0,1
user5457,9.0,18.0,2.0,0.0,0.0,2
user5458,9.0,16.0,3.0,0.0,0.0,2
user5459,7.0,16.0,2.0,0.0,0.0,1
user5460,10.0,16.0,3.0,0.0,0.0,3
user5461,6.0,16.0,2.0,0.0,0.0,2
user5462,10.0,20.0,3.0,0.0,0.0,1
user5463,6.0,13.0,1.0,0.0,0.0,0
user5464,6.0,16.0,3.0,0.0,0.0,2
user5465,8.0,16.0,3.0,0.0,0.0,2
user5466,9.0,16.0,1.0,0.0,0.0,1
user5467,6.0,16.0,1.0,0.0,0.0,0
user5468,8.0,16.0,2.0,0.0,0.0,1
user5469,10.0,19.0,1.0,0.0,0.0,1
user5470,6.0,15.0,2.0,0.0,1.0,2
user5471,9.0,15.0,2.0,0.0,0.0,2
user5472,8.0,16.0,3.0,0.0,0.0,2
user5473,6.0,14.0,2.0,0.0,0.0,2
user5474,7.0,13.0,2.0,0.0,0.0,0
user5475,9.0,18.0,3.0,0.0,0.0,2
user5476,6.0,14.0,1.0,0.0,0.0,0
user5477,6.0,13.0,1.0,0.0,0.0,1
user5478,7.0,13.0,3.0,0.0,0.0,3
user5479,7.0,14.0,3.0,0.0,1.0,1
user5480,7.0,16.0,2.0,0.0,0.0,1
user5481,6.0,16.0,1.0,0.0,0.0,1
user5482,7.0,15.0,3.0,0.0,0.0,1
user5483,8.0,17.0,1.0,0.0,0.0,1
user5484,7.0,14.0,1.0,0.0,0.0,1
user5485,7.0,17.0,3.0,0.0,0.0,1
user5486,7.0,14.0,1.0,0.0,0.0,1
user5487,8.0,14.0,2.0,0.0,0.0,1
user5488,7.0,16.0,3.0,0.0,0.0,3
user5489,7.0,16.0,3.0,0.0,0.0,1
user5490,8.0,16.0,1.0,0.0,0.0,0
user5491,10.0,16.0,1.0,0.0,0.0,1
user5492,6.0,12.0,3.0,0.0,0.0,2
user5493,9.0,16.0,2.0,0.0,0.0,1
user5494,9.0,19.0,2.0,0.0,0.0,2
user5495,9.0,19.0,3.0,0.0,0.0,3
user5496,10.0,17.0,2.0,0.0,0.0,0
user5497,6.0,14.0,1.0,0.0,0.0,1
user5498,7.0,16.0,3.0,0.0,0.0,3
user5499,6.0,15.0,2.0,0.0,0.0,2
user5500,9.0,19.0,1.0,0.0,1.0,1
user5501,9.0,19.0,2.0,0.0,0.0,2
user5502,6.0,15.0,1.0,0.0,0.0,0
user5503,9.0,17.0,2.0,0.0,0.0,2
user5504,7.0,17.0,3.0,0.0,1.0,2
user5505,8.0,14.0,1.0,0.0,0.0,0
user5506,9.0,19.0,1.0,0.0,0.0,0
user5507,7.0,14.0,2.0,0.0,0.0,0
user5508,10.0,17.0,2.0,0.0,0.0,2
user5509,7.0,13.0,1.0,0.0,0.0,1
user5510,6.0,15.0,2.0,0.0,0.0,0
user5511,8.0,18.0,3.0,0.0,0.0,2
user5512,6.0,13.0,3.0,0.0,0.0,2
user5513,8.0,16.0,1.0,0.0,0.0,1
user5514,8.0,17.0,3.0,0.0,1.0,2
user5515,10.0,20.0,1.0,0.0,1.0,0
user5516,10.0,18.0,2.0,0.0,0.0,2
user5517,7.0,16.0,2.0,0.0,0.0,1
user5518,8.0,15.0,3.0,0.0,1.0,2
user5519,10.0,16.0,3.0,0.0,0.0,3
user5520,9.0,15.0,3.0,0.0,0.0,2
user5521,7.0,13.0,1.0,0.0,0.0,1
user5522,7.0,13.0,1.0,0.0,0.0,1
user5523,7.0,16.0,2.0,0.0,0.0,2
user5524,8.0,18.0,2.0,0.0,0.0,1
user5525,9.0,17.0,1.0,0.0,0.0,1
user5526,7.0,17.0,3.0,0.0,0.0,1
user5527,9.0,16.0,2.0,0.0,1.0,2
user5528,9.0,17.0,3.0,0.0,0.0,2
user5529,10.0,16.0,3.0,0.0,0.0,3
user5530,8.0,18.0,3.0,0.0,0.0,2
user5531,8.0,15.0,1.0,0.0,0.0,0
user5532,8.0,17.0,2.0,0.0,0.0,1
user5533,10.0,16.0,2.0,0.0,0.0,1
user5534,8.0,18.0,3.0,0.0,0.0,3
user5535,8.0,16.0,2.0,0.0,0.0,1
user5536,9.0,15.0,3.0,0.0,0.0,2
user5537,10.0,16.0,1.0,0.0,0.0,1
user5538,7.0,13.0,3.0,0.0,1.0,2
user5539,6.0,14.0,1.0,0.0,0.0,0
user5540,7.0,15.0,2.0,0.0,1.0,0
user5541,8.0,17.0,3.0,0.0,1.0,2
user5542,10.0,20.0,1.0,0.0,0.0,1
user5543,7.0,17.0,2.0,0.0,0.0,2
user5544,7.0,14.0,1.0,0.0,0.0,1
user5545,6.0,14.0,1.0,0.0,0.0,1
user5546,10.0,17.0,2.0,0.0,0.0,1
user5547,10.0,20.0,3.0,0.0,0.0,2
user5548,10.0,20.0,3.0,0.0,0.0,2
user5549,8.0,15.0,3.0,0.0,0.0,2
user5550,10.0,18.0,2.0,0.0,0.0,2
user5551,7.0,14.0,3.0,0.0,0.0,2
user5552,10.0,17.0,3.0,0.0,0.0,1
user5553,10.0,19.0,1.0,0.0,0.0,0
user5554,7.0,13.0,1.0,0.0,0.0,1
user5555,9.0,18.0,2.0,0.0,0.0,2
user5556,10.0,19.0,2.0,0.0,0.0,2
user5557,9.0,16.0,1.0,0.0,0.0,1
user5558,8.0,14.0,3.0,0.0,0.0,3
user5559,8.0,18.0,3.0,0.0,0.0,2
user5560,8.0,18.0,1.0,0.0,0.0,1
user5561,10.0,16.0,3.0,0.0,0.0,3
user5562,9.0,16.0,3.0,0.0,0.0,2
user5563,9.0,16.0,1.0,0.0,0.0,1
user5564,7.0,14.0,1.0,0.0,0.0,1
user5565,9.0,19.0,1.0,0.0,0.0,0
user5566,7.0,15.0,2.0,0.0,0.0,2
user5567,6.0,14.0,3.0,0.0,0.0,1
user5568,7.0,16.0,2.0,0.0,0.0,2
user5569,6.0,16.0,3.0,0.0,0.0,0
user5570,7.0,16.0,1.0,0.0,0.0,1
user5571,7.0,15.0,2.0,0.0,0.0,1
user5572,8.0,14.0,1.0,0.0,0.0,1
user5573,10.0,20.0,3.0,0.0,0.0,1
user5574,6.0,16.0,2.0,0.0,0.0,2
user5575,9.0,18.0,1.0,0.0,0.0,1
user5576,8.0,14.0,3.0,0.0,0.0,2
user5577,10.0,20.0,1.0,0.0,0.0,1
user5578,9.0,15.0,1.0,0.0,0.0,0
user5579,8.0,16.0,3.0,0.0,0.0,1
user5580,6.0,14.0,1.0,0.0,0.0,0
user5581,6.0,15.0,3.0,0.0,0.0,3
user5582,9.0,16.0,3.0,0.0,0.0,2
user5583,9.0,17.0,3.0,0.0,0.0,3
user5584,7.0,13.0,3.0,0.0,0.0,1
user5585,6.0,16.0,2.0,0.0,0.0,1
user5586,10.0,18.0,1.0,0.0,0.0,1
user5587,7.0,16.0,3.0,0.0,0.0,3
user5588,9.0,15.0,1.0,0.0,0.0,1
user5589,6.0,14.0,2.0,0.0,0.0,2
user5590,8.0,16.0,2.0,0.0,1.0,2
user5591,10.0,19.0,1.0,0.0,0.0,1
user5592,8.0,14.0,1.0,0.0,0.0,1
user5593,6.0,15.0,3.0,0.0,1.0,2
user5594,7.0,16.0,1.0,0.0,0.0,1
user5595,7.0,16.0,1.0,0.0,0.0,0
user5596,8.0,17.0,2.0,0.0,0.0,1
user5597,10.0,20.0,1.0,0.0,0.0,1
user5598,9.0,19.0,1.0,0.0,0.0,0
user5599,9.0,19.0,3.0,0.0,0.0,3
user5600,6.0,12.0,1.0,0.0,0.0,0
user5601,10.0,16.0,2.0,0.0,1.0,2
user5602,7.0,17.0,1.0,0.0,0.0,0
user5603,10.0,19.0,1.0,0.0,0.0,1
user5604,6.0,15.0,2.0,0.0,0.0,1
user5605,9.0,19.0,1.0,0.0,0.0,0
user5606,6.0,15.0,2.0,0.0,0.0,1
user5607,6.0,16.0,3.0,0.0,0.0,2
